ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
508700,Diablerets,Diablerets,S,"Les Diablerets, Le Plan",Waadt,im Normalbetrieb,T,,1.75,5.4,5.4,5.2,5.2,9.4,5.8,15.2,15.2,0,0,0,0,0,0,1957,1957,1165.3,100,Bern,62.8,Waadt,37.2,,,Lac d'Arnon,Torrent du Plan,Tschärzisbach,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2001,,,,,,,,,,,,,,,,,,,- Base juridique: Négociation relative à la concession en cours ,,,,,,,,,,578140,133560
508800,Pont de la Tine,Pont de la Tine,L,"Ormont-Dessous, Le Pont",Waadt,im Normalbetrieb,T,,2.5,10.6,10.6,5.3,5.3,14,19.6,33.6,33.6,0,0,0,0,0,0,1913,1991,819.8,100,Waadt,100,,,,,Grande Eau,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569660,133050
508810,Pont de la Tine  Coussy-Loudze,Pont de la Tine  Coussy-Loudze,L,"Ormont - Dessous, Le Pont",Waadt,im Normalbetrieb,T,,0.02,0.39,0.39,0.38,0.38,1.07,1.07,2.14,2.14,0,0,0,0,0,0,2013,,816,100,Waadt,100,,,,,Source Coussy-Loudze,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569630,132970
508850,"La Douve, Aigle","La Douve, Aigle",L,"Aigle, En la Douve",Waadt,im Normalbetrieb,T,,0.1,0.46,0.46,0.42,0.42,1.1,1,2.1,2.1,0,0,0,0,0,0,1989,2000,650,100,Waadt,100,,,,,Eaux usées Leysin,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2039,,,,,,,,,,,,,,,,,,,- Turbinage des eaux usées,,,,,,,,,,567400,130800
508900,Les Farettes,Les Farettes,L,"Fontanney, Les Farettes",Waadt,im Normalbetrieb,T,,6.5,20.3,20.3,20.3,20.3,36,50,86,86,0,0,0,0,0,0,1906,1967,446.24,100,Waadt,100,,,,,Grande Eau,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565140,129640
508950,Fontanney,Micro-centrale de Fontanney,L,"Les Farettes, Aigle",Waadt,im Normalbetrieb,T,,0.41,0.33,0.33,0.31,0.31,0.3,0.5,0.8,0.8,0,0,0,0,0,0,1997,1997,436.5,100,Waadt,100,,,,,Réservoir d'Aigle,Torrent de Fontanney,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2036,,,,,,,,,,,,,,,,,,,- Cours d'eau utilisés: La centrale utilise le trop plein du réservoir d'eau potable d'Aigle et partiellement les eaux du torrent de Fontanney,,,,,,,,,,564980,129620
509000,Vouvry,Vouvry,S,"Vouvry, Haut du Village",Wallis,im Normalbetrieb,T,,0.92,8,8,7.5,7.5,3.2,2.92,6.12,6.12,0,0,0,0,0,0,1902,1953,469.67,100,Wallis,100,,,,,Lac de Tanay,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557100,131790
509025,"Croseau, Saint-Gingolph","Croseau, Saint-Gingolph",L,"Saint-Gingolph, Vignolles",Wallis,im Normalbetrieb,T,,0.11,0.35,0.35,0.35,0.35,1,1.3,2.3,2.3,0,0,0,0,0,0,2009,,487,100,Wallis,100,,,,,Source de Clarive,Source de la Tine,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bewilligung,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551320,137570
509100,Veytaux ,Hongrin-Léman,U,"Veytaux, Chillon",Waadt,im Normalbetrieb,T,P,60,420,420,420,420,45.3,114.4,159.7,159.7,42,437.4,437.4,0,0,0,1972,2016,375.95,100,Freiburg,39.14,Waadt,60.86,,,Eau Froide de l'Etivaz,Eau Froide de Roche,La Reverette,La Torneresse,Lac de l'Hongrin,Lac Léman,L'Hongrin,420,Petit Hongrin,R. de Tompey,R. des Champs,R. des Plans,R. du Sepey,,,A,"BKW   (Centr. Aarberg,Hagneck,Kallnach)",A,"Groupe E SA (Cen. Hauterive, Schiffenen)",,,,,,,,,,,,,,,,,,,Konzession(en),2051,,,,,,,,,,,,,,,,,,,- La centrale Veytaux fait pompage-turbinage.,- Les deux centrales font partie du même système hydraulique,- Un groupe de réserve d'une puissance de 60 MW est installé (total 480 MW), , , , ,,,,561020,140000
509200,Sonzier,Sonzier,L,"Montreux, Sonzier",Waadt,im Normalbetrieb,T,,0.5,1.65,1.65,1.6,1.6,2,4.6,6.6,6.6,0,0,0,0,0,0,1901,1971,707.24,100,Waadt,100,,,,,Source de la Torneresse,"Source de l,Eau Froide",,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560540,143350
509300,Taulan,Taulan,L,"Les Planches, Taulan",Waadt,im Normalbetrieb,T,,0.68,1.2,1.2,1.2,1.2,1.5,1.9,3.4,3.4,0,0,0,0,0,0,1887,1996,441.24,100,Waadt,100,,,,,Baye de Montreux,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560020,142640
509350,Rivaz (Le Forestay),Rivaz (Le Forestay),L,Rivaz,Waadt,im Normalbetrieb,T,,0.5,0.73,0.73,0.73,0.73,2,0.6,2.6,2.6,0,0,0,0,0,0,2014,,375,100,Waadt,100,,,,,Le Forestay,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549240,147250
509400,Plan-Dessous,Plan-Dessous,L,Aubonne,Waadt,im Normalbetrieb,T,,10.7,10.7,10.7,7.85,7.85,16.8,10.7,27.5,27.5,0,0,0,0,0,0,1896,2001,462,100,Waadt,100,,,,,L'Aubonne,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519180,150310
509425,"La Petite Vaux,  Lavigny",La Petite Vaux,L,Lavigny,Waadt,im Normalbetrieb,T,,10,3.31,3.31,3.19,3.19,6.67,4.44,11.11,11.11,0,0,0,0,0,0,2008,2008,415,100,Waadt,100,,,,,L'Aubonne,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520640,149140
509450,Seujet,Seujet,L,Genève,Genf,im Normalbetrieb,T,,405,8.7,8.7,5.6,5.6,9.8,10.2,20,20,0,0,0,0,0,0,1994,1994,368.8,100,Genf,100,,,,,Le Rhône,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2056,,,,,,,,,,,,,,,,,,,Fonctions de l'ouvrage du Seujet:	- Régulariser le niveau du Lac Léman,			     	- Moduler le débit du Rhône pour l'usine de Verbois,			        	 ,,,,,,,,499340,117690
509500,Vessy,Vessy,L,"Veyrier, Iles de Vessy",Genf,im Normalbetrieb,T,,10.5,0.32,0.32,0.32,0.32,0.7,0.85,1.55,1.55,0,0,0,0,0,0,1867,2007,390,100,Genf,100,,,,,L'Arve,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502060,114970
509600,Verbois,Verbois,L,Russin,Genf,im Normalbetrieb,T,,620,102.8,102.8,98,98,211,255,466,466,0,0,0,0,0,0,1943,1999,355,100,Genf,100,,,,,Le Rhône,,,,,,,98,,,,,,B,SFMCP (Centrale de Chancy-Pougny),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491050,116530
509700,Chancy-Pougny,Chancy-Pougny,L,Avully / Chancy,Genf,im Normalbetrieb,T,,620,54,34.884,50,32.3,115,130,245,158.27,0,0,0,0,0,0,1925,2013,348.55,64.6,Genf,64.6,,,,,Le Rhône,,,,,,,32.3,,,,,,A,SIG (Centrale de Verbois),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487060,113160
509750,Chancy-Pougny Dot. passe pois.,Chancy-Pougny Dot. passe pois.,L,Challex,,im Normalbetrieb,T,,4.5,0.48,0.31008,0.48,0.31008,1.4,1.4,2.8,1.8088,0,0,0,0,0,0,2013,,336,64.6,Genf,64.6,,,,,Le Rhône,,,,,,,0.31008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,- Centrale de Dotation de la passe à poissons,,,,,,,,,,486880,113040
509800,La Rançonnière,La Rançonnière,L,"Les Brenets, La Rançonnière",Neuenburg,im Normalbetrieb,T,,2,1.6,1.6,1.3,1.3,0.8,0.5,1.3,1.3,0,0,0,0,0,0,1890,1984,822.69,100,Neuenburg,100,,,,,Bied du Locle,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Cote du plancher de la salle de la machine 3 = 824.20        ,,,,,,,,,,545090,211580
509850,Le Châtelot-Centr. de dotation,Am. de dotation du Châtelot,L,Les Planchettes,Neuenburg,im Normalbetrieb,T,,2,1,0.5,0.95,0.475,3.1,3.25,6.35,3.175,0,0,0,0,0,0,2005,2005,657.79,50,Neuenburg,50,,,,,Le Doubs,,,,,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547300,216950
509900,Le Châtelot,Le Châtelot,L,Les Planchettes,Neuenburg,im Normalbetrieb,T,,44,31.6,15.8,30,15,57,43,100,50,0,0,0,0,0,0,1953,1953,621.5,50,Neuenburg,50,,,,,Le Doubs,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549560,219100
510000,Refrain,Refrain,L,Echelles de la Mort,,im Normalbetrieb,T,,23,12,0.3,11,0.275,32.3,27.7,60,1.5,0,0,0,0,0,0,1909,1956,549.61,2.5,Neuenburg,2.5,,,,,Le Doubs,,,,,,,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557140,226460
510100,La Goule,La Goule,L,Le Noirmont,Jura,im Normalbetrieb,T,,22,5.6,5.6,5,5,13.3,11.42,24.72,24.72,0,0,0,0,0,0,1894,1958,514.34,100,Jura,100,,,,,Le Doubs,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2024,,,,,,,,,,,,,,,,,,,- Cote du plancher de la salle de la machine 3 = 513.37        , ,,,,,,,,,561370,230990
600025,Ossasco,Ossasco,L,"Bedretto, Ossasco",Tessin,im Normalbetrieb,T,,0.7,1.27,1.27,1.27,1.27,1.2,3.5,4.7,4.7,0,0,0,0,0,0,2012,2012,1311.1,100,Tessin,100,,,,,Rii di Cristallina,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684400,151850
600050,Sella,Sella,S,Motti della Bolla,Tessin,im Normalbetrieb,T,,2,1.93,1.93,1.85,1.85,2,0.9,2.9,2.9,0,0,0,0,0,0,1991,1991,2139,100,Tessin,100,,,,,Laghetti dell'Ovio,Lago Sella,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688040,156330
600100,Airolo,Lucendro,S,Airolo,Tessin,im Normalbetrieb,T,,7,60,60,58,58,69.7,32.6,102.3,102.3,0,0,0,0,0,0,1947,1947,1139,100,Uri,55,Tessin,45,,,Laghetti dell'Ovio,Laghetti S.Gottardo,Lago della Sella,Lago di Lucendro,R. Fibbia,R. Fortunei,R. Foss,58,R. Giacobi,R. Passera,R. Sella,,,A,EWU (Centrale Hospental),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688930,153440
600200,Tremola/Sella (Cent.di pomp.),Lucendro,S,Cap.dei Morti,Tessin,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,1.2,0.98,1.12,0.3,1.6,1.9,1947,1947,2041.1,100,Uri,55,Tessin,45,,,Foss,Sella,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686930,156300
600300,Calcaccia,Calcaccia,L,"Airolo, Launc",Tessin,im Normalbetrieb,T,,0.9,3.6,3.6,3.3,3.3,5,8.7,13.7,13.7,0,0,0,0,0,0,1922,1988,1065,100,Tessin,100,,,,,Calcaccia,Sorgenti Private,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2043,,,,,,,,,,,,,,,,,,,- Base giuridica: Discussioni in corso per un rinnovo della concessione,,,,,,,,,,691770,152720
600400,Ritom,Ritom,S,Piotta,Tessin,im Normalbetrieb,T,,6.6,44,44,44,44,84,71,155,155,0,0,0,0,0,0,1920,1958,1007.24,100,Uri,29,Graubünden,17,Tessin,54,Garegna,Lago Cadagno,Lago Ritom,Reno di Medel,Unteralpreuss,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,- Fine della concessione per l'Unteralpreuss ed il Medelserrhein 2043      ,                               ,,,,,,,,,694900,152520
600500,Stalvedro (AET),Stalvedro (AET),L,Piotta,Tessin,im Normalbetrieb,T,,11.5,14,14,13,13,22,33,55,55,0,0,0,0,0,0,1968,1968,1001.9,100,Tessin,100,,,,,R. Val Canaria,Ticino,,,,,,13,,,,,,B,OFIMA Locarno,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695080,152540
600600,Tremorgio,Tremorgio,S,Rodi-Fiesso,Tessin,im Normalbetrieb,T,,1.6,10,10,10,10,5.6,1.2,6.8,6.8,0,0,0,0,0,0,1925,1925,948.5,100,Tessin,100,,,,,Lago Tremorgio,Torr. Lagasca,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699660,149590
600650,Ri di Foch 2 Prato (Leventina),Ri di Foch 2 Prato (Leventina),L," Prato Leventina, P. di Masc.",Tessin,im Normalbetrieb,T,,0.07,0.31,0.31,0.31,0.31,0.8,1.2,2,2,0,0,0,0,0,0,2008,,1065,100,Tessin,100,,,,,Ri di Foch,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700510,148490
600700,Ceresa 1,Ceresa 1,L,Faido,Tessin,im Normalbetrieb,T,,0.3,2,2,1.8,1.8,4.4,6.5,10.9,10.9,0,0,0,0,0,0,1950,1950,804.5,100,Tessin,100,,,,,Riale Ceresa,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703610,149150
600750,"Piumogna, Dalpe","Piumogna, Dalpe",L,Dalpe,Tessin,im Normalbetrieb,T,,1.65,1,1,1,1,1.22,3.88,5.1,5.1,0,0,0,0,0,0,2000,2000,1160.86,100,Tessin,100,,,,,Piumogna,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702000,147000
600800,Piottino,Piottino,L,"Lavorgo, Nivo di Chironico",Tessin,im Normalbetrieb,T,,24,72.9,72.9,60,60,128,172,300,300,0,0,0,0,0,0,1932,1958,610.5,100,Tessin,100,,,,,Ticino,,,,,,,60,,,,,,B,OFIMA Locarno,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707690,143960
600900,Ticinetto,Ticinetto,L,Chironico,Tessin,im Normalbetrieb,T,,2,2.9,2.9,2.8,2.8,2.5,8,10.5,10.5,0,0,0,0,0,0,1907,1998,600.7,100,Tessin,100,,,,,Fim,Ticinetto,Val Chironico,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708550,141890
601000,Biaschina,Nuova Biaschina,L,Personico,Tessin,im Normalbetrieb,T,,54,141,141,135,135,142,240,382,382,0,0,0,0,0,0,1966,1974,312.5,100,Tessin,100,,,,,Ticino,,,,,,,135,,,,,,B,OFIMA Locarno,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714670,135930
601100,Luzzone,Luzzone,L,Ghirone,Tessin,im Normalbetrieb,T,,11.6,20,20,19,19,5.6,21.2,26.8,26.8,0,0,0,0,0,0,1963,1963,1492,100,Tessin,100,,,,,Brenno,Carassina,Lareccio,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716700,158240
601200,Olivone,Olivone,S,Olivone,Tessin,im Normalbetrieb,T,,20,102,102,96,96,140.3,69.8,210.1,210.1,0,0,0,0,0,0,1962,1962,1019.5,100,Tessin,100,,,,,Brenno,Lago di Luzzone,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715860,155380
601300,Biasca,Biasca,S,Biasca,Tessin,im Normalbetrieb,T,,55,324,324,324,324,313,375,688,688,0,0,0,0,0,0,1959,2007,280,100,Tessin,100,,,,,Brenno di Lucomagno,Leggiuna,Nala,Orino,Sosto,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718880,132680
601400,Spina (Isola),Spina (Isola),S,"Mesocco, Spina",Graubünden,im Normalbetrieb,T,,6,20.9,20.9,20,20,15.4,47.4,62.8,62.8,0,0,0,0,0,0,1962,1962,1192.85,100,Graubünden,100,,,,,Lago d'Isola,Moesa,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,- Centrali di Spina (Isola) e Spina (Valbella) in una caverna    ,,,,,,,,,,735910,143730
601500,Spina (Valbella),Spina (Valbella),L,"Mesocco, Spina",Graubünden,im Normalbetrieb,T,,5,4.2,4.2,4,4,1.7,8.2,9.9,9.9,0,0,0,0,0,0,1963,1963,1192.85,100,Graubünden,100,,,,,Calancasca,,,,,,,4,,,,,,A,Calancasca SA (Centrale Sassello),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2043,,,,,,,,,,,,,,,,,,,- Centrali di Spina (Isola) e Spina (Valbella) in una caverna     ,,,,,,,,,,735910,143730
601550,Mesocco (Nan Ros),Mesocco (Nan Ros),L,"Mesocco, Camou",Graubünden,im Normalbetrieb,T,,0.09,0.35,0.35,0.35,0.35,0.55,1.05,1.6,1.6,0,0,0,0,0,0,2010,2010,1300,100,Graubünden,100,,,,,Riale Nan Ros,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,- Centrale ad acqua potabile,,,,,,,,,,738050,142500
601600,Soazza,Soazza,L,Soazza,Graubünden,im Normalbetrieb,T,,14,83,83,80,80,54.1,191,245.1,245.1,0,0,0,0,0,0,1961,1961,481.5,100,Graubünden,100,,,,,Accumulazione di Isola,Moesa,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736530,133880
601700,Lostallo,Lostallo,L,"Lostallo, Rura",Graubünden,im Normalbetrieb,T,,4,25,25,24.2,24.2,19.4,52.3,71.7,71.7,0,0,0,0,0,0,1958,1958,441.8,100,Graubünden,100,,,,,Riale Val d'Arbola,Riale Val Forcola,Riale Val Montogn,,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736340,131600
601800,Piani di Verdabbio,Tecnicama,L,Piani di Verdabbio,Graubünden,im Normalbetrieb,T,,3.5,0.3,0.3,0.3,0.3,0.43,0.87,1.3,1.3,0,0,0,0,0,0,1957,1987,366.73,100,Graubünden,100,,,,,Moesa,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733750,127450
601900,Grono,Grono,L,"Grono, Oltra",Graubünden,im Normalbetrieb,T,,6.6,37.5,37.5,36.25,36.25,27.44,66.52,93.96,93.96,0,0,0,0,0,0,1965,1965,317,100,Graubünden,100,,,,,Riale Val Albionasca,Riale Val Cama,Riale Val Grono,Riale Val Lanès,Riale Val Leggia,Riale Val Roggiasca,,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732260,122620
602000,Sassello,Calancasca,L,Roveredo,Graubünden,im Normalbetrieb,T,,6,20.8,20.8,20,20,29.6,59.8,89.4,89.4,0,0,0,0,0,0,1951,1951,284.2,100,Graubünden,100,,,,,Calancasca,,,,,,,20,,,,,,B,OIM (Centrale Spina(Valbella)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729570,122250
602050,Madonna degli Angeli,Madonna degli Angeli,L,Giubiasco,Tessin,im Bau,T,,0.05,0.31,0.31,0.31,0.31,0.4,0.6,1,1,0,0,0,0,0,0,2017,,380,100,Tessin,100,,,,,Quelle Madonna degli Angeli,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Die Inbetriebnahme ist im Jahre 2017 vorgesehen,,,,,,,,,,722270,115070
602100,Morobbia,Morobbia,L,Giubiasco,Tessin,im Normalbetrieb,T,,5,15.5,15.5,15,15,14.7,27.7,42.4,42.4,0,0,0,0,0,0,1903,1970,264.6,100,Tessin,100,,,,,Morobbia,R. Carmena,R. Melirolo,Valmaggina,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721890,114180
602200,Gordola,Verzasca (Gordola),S,Gordola,Tessin,im Normalbetrieb,T,,50,132.5,132.5,105,105,100,115,215,215,0,0,0,0,0,0,1965,1965,200,100,Tessin,100,,,,,Lago di Vogorno,Verzasca,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708880,116840
602300,Tenero-Centrale di dotazione,Verzasca (Tenero),L,Tenero,Tessin,im Normalbetrieb,T,,2,4.25,4.25,4.4,4.4,5,7,12,12,0,0,0,0,0,0,1972,1972,211.85,100,Tessin,100,,,,,Verzasca,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709230,115450
602400,Peccia (Sambuco),Sambuco-Peccia,U,Piano di Peccia,Tessin,im Normalbetrieb,T,P,14.5,54,54,44,44,60.5,24.9,85.4,85.4,4.4,24,22,1.5,10.5,12,1955,1955,1036.5,100,Tessin,100,,,,,Lago di Sambuco,Maggia,Riale di Peccia,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ,,,,,,,,,,690170,141150
602450,Peccia (Corgello),Corgello-Peccia,L,Piano di Peccia,Tessin,im Normalbetrieb,T,,3.8,0.98,0.98,0.96,0.96,0.6,1.4,2,2,0,0,0,0,0,0,1991,1991,1036.5,100,Tessin,100,,,,,Maggia,Presa Corgello,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ,,,,,,,,,,690170,141150
