ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
505200,Chanrion,Chanrion,L,"Fionnay, Mauvoisin",Wallis,im Normalbetrieb,T,,10,30,30,28,28,2.4,69.6,72,72,0,0,0,0,0,0,1964,1964,1965.5,100,Wallis,100,,,,,Crête Sèche,Giétroz,Otemma,Torrent du Breney,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593180,94250
505300,Fionnay (Mauvoisin),Fionnay (Mauvoisin),S,Fionnay,Wallis,im Normalbetrieb,T,,34.5,140,140,138,138,184.6,101.2,285.8,285.8,0,0,0,0,0,0,1958,1992,1495.1,100,Wallis,100,,,,,Drance de Bagnes,Grand Crêt,Lac de Mauvoisin,Petit Crêt,Severeu,Torrent Corbassière,Torrent de Louvie,138,Torrent Séry,Vasevay,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589880,97660
505400,Riddes,Riddes,S,"Riddes, Ecône",Wallis,im Normalbetrieb,T,,28.75,258,258,225,225,421.6,246.2,667.8,667.8,0,0,0,0,0,0,1956,1992,477.14,100,Wallis,100,,,,,Drance de Bagnes,Grand Crêt,Lac de Mauvoisin,Petit Crêt,Severeu,Torrent Corbassière,Torrent de Louvie,225,Torrent Séry,Vasevay,,,,A,FMMB (Centrale de Martigny-Bourg),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582280,111800
505450,Les Afforêts-Leytron,Turbinage Jora - Afforêts,L,Leytron,Wallis,im Normalbetrieb,T,,0.07,0.47,0.47,0.49,0.49,1.38,0.92,2.3,2.3,0,0,0,0,0,0,2013,,648,100,Wallis,100,,,,,Source de la Saille,Sources du Jorat,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,"- Turbinage l'eau potable, permission du 16 septembre 2009",,,,,,,,,,581560,115550
505500,Fully,Fully,S,Fully,Wallis,stillgelegt,T,,0.46,5.5,5.5,5,5,10.8,0.7,11.5,11.5,0,0,0,0,0,0,1915,1959,496.74,100,Wallis,100,,,,,Lac de Fully,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,"- Anstelle einer Stufe mit der Zentrale Fully sind 3 Stufen Sorniot, Garettes und Verdan geplant.",,,,,,,,,,575160,110200
505525,Verdan,Fully les Verdan,L,Fully,Wallis,im Bau,T,,0.25,2.13,2.13,2.13,2.13,2.5,2.5,5,5,0,0,0,0,0,0,2017,,496.74,100,Wallis,100,,,,,Lac de Fully,Lac de Sorniot,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,- La mise en service c'est prevue en 2017,- Type d'utilisation: La centrale fait partie d'eaux potables et d'irrigation ,,,,,,,,,575160,110200
505550,"Les Garettes, Fully",Fully Les Garettes,L,"Fully, Les Garettes",Wallis,im Bau,T,,0.25,0.87,0.87,0.87,0.87,1.5,1.5,3,3,0,0,0,0,0,0,2017,,1552,100,Wallis,100,,,,,Lac de Fully,Lac de Sorniot,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,- La mise en service c'est prevue en 2017,- Type d'utilisation: La centrale fait partie d'eaux potables et d'irrigation ,,,,,,,,,574250,112070
505600,Sorniot (Centrale de pompage),Fully,S,"Lac-Devant, Sorniot",Wallis,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,0.17,0.34,0.39,0.1,0.5,0.6,1915,1960,1988.94,100,Wallis,100,,,,,"Lac-Devant, Sorniot",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573860,112880
505700,Champsec,Champsec,L,Champsec,Wallis,im Normalbetrieb,T,,1.2,8.7,8.7,5.5,5.5,1.6,9,10.6,10.6,0,0,0,0,0,0,1930,1994,903.3,100,Wallis,100,,,,,Drance de Bagnes,Torrent Lourtier,Torrent Louvie,Torrents Fregnolay,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585250,100640
505750,STEP Vallée Bagnes,STEP Vallée Bagnes,L,"Le Châble, Bagnes",Wallis,im Normalbetrieb,T,,0.1,0.4,0.4,0.38,0.38,0.49,0.41,0.9,0.9,0,0,0,0,0,0,1993,2007,803,100,Wallis,100,,,,,Eaux usées de la station de Verbier,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,- Turbinage des eaux usées,,,,,,,,,,581780,103500
505760,Eaux des torrent de Verbier,Eaux des torrent de Verbier,L,"Bagnes, Profray",Wallis,im Bau,T,,0.5,2.3,2.3,1.9,1.9,2.1,1.9,4,4,0,0,0,0,0,0,2017,,802,100,Wallis,100,,,,,Torrent de la Tintaz,Torrent de Verbier,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2096,,,,,,,,,,,,,,,,,,,- La mise en service c'est prevue en 2017.,,,,,,,,,,581670,103540
505775,Pas-du-Lein,Pas-du-Lein,L,Pas-du Lein,Wallis,im Normalbetrieb,T,,0.2,0.47,0.47,0.45,0.45,0.74,1.49,2.23,2.23,0,0,0,0,0,0,1998,1998,1700,100,Wallis,100,,,,,Aqueduc Bagnes-Vollèges,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,- Turbinage de l'eau potable,,,,,,,,,,579000,107000
505780,Vollèges-Cries,Vollèges-Cries,L,Vollèges,Wallis,im Normalbetrieb,T,,0.16,0.9,0.9,0.84,0.84,1.05,2.45,3.5,3.5,0,0,0,0,0,0,2009,2009,980,100,Wallis,100,,,,,La Louvie,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,- Turbinage d'eau d'irrigation,,,,,,,,,,579830,104700
505800,Hospitalet,Hospitalet,L,L'Hospitalet,Wallis,im Normalbetrieb,T,,1.02,1.47,1.47,1.4,1.4,0.7,3.4,4.1,4.1,0,0,0,0,0,0,1963,1963,1920.92,100,Wallis,100,,,,,La Dranse d'Entremont,Torrent de Drône,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580480,81630
505850,"La Delise, Bourg-Saint-Pierre","La Delise, Bourg-Saint-Pierre",L,"Bourg-St-Pierre, La Delise",Wallis,im Normalbetrieb,T,,1.5,2,2,2,2,0.6,3.6,4.2,4.2,0,0,0,0,0,0,2016,,1980,100,Wallis,100,,,,,Torrent d'Allèves,Torrent de la Croix,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582970,88360
505900,Pallazuit,Pallazuit,S,Liddes,Wallis,im Normalbetrieb,T,,10,33.4,33.4,32,32,38,69,107,107,0,0,0,0,0,0,1958,1958,1330.5,100,Wallis,100,,,,,La Dranse d'Entremont,Lac des Toules,Torrent d'Allèves,Torrent de la Croix,Torrent du Valsorey,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580690,92200
506000,Niollet 1,Niollet 1,L,"Le Niollet, Champex",Wallis,im Normalbetrieb,T,,0.3,0.32,0.32,0.3,0.3,0.48,0.8,1.28,1.28,0,0,0,0,0,0,1947,2004,1340.55,100,Wallis,100,,,,,Lac de Champex,Torrent d'Arpettaz,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,- Centrale auxiliaire                                           ,,,,,,,,,,575430,96760
506050,Niollet 2,Niollet 2,L,Orsières,Wallis,im Normalbetrieb,T,,0.3,1.2,1.2,1.15,1.15,2.3,3.7,6,6,0,0,0,0,0,0,1996,1996,924,100,Wallis,100,,,,,Bisse du Pettieu,Lac de Champex,Torrent Darbellay,Torrent d'Arpettaz,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ,                                                      ,,,,,,,,,577060,96670
506100,Orsières,Orsières,L,Orsières,Wallis,im Normalbetrieb,T,,8,26.4,26.4,24,24,42.6,63.9,106.5,106.5,0,0,0,0,0,0,1931,1958,924,100,Wallis,100,,,,,La Dranse de Ferret,La Dranse d'Entremont,Reuse de Saleinaz,Torrent Darbellay,,,,24,,,,,,B,Emosson SA,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,- Les centrales Orsières et Niollet 2 se trouvent dans le même bâtiment  ,                                                        ,,,,,,,,,577050,96660
506200,Tsi (Centrale de pompage),Orsières,L,Pt. de la Tsi / Liddes,Wallis,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,0.36,0.46,0.54,1.4,0,1.4,1943,1943,1207,100,Wallis,100,,,,,La Dranse d'Entremont,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579480,93760
506300,Sembrancher,Sembrancher,L,"Sembrancher, Les Moulins",Wallis,im Normalbetrieb,T,,6.8,11,11,8.5,8.5,27.24,29.32,56.56,56.56,0,0,0,0,0,0,1929,1929,728,100,Wallis,100,,,,,La Dranse de Ferret,La Dranse d'Entremont,,,,,,8.5,,,,,,B,Emosson SA,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578190,103110
506400,Martigny-Bourg,Martigny-Bourg,L,Martigny-Bourg,Wallis,im Normalbetrieb,T,,10.2,22,22,13,13,36.3,52.9,89.2,89.2,0,0,0,0,0,0,1908,1945,496.8,100,Wallis,100,,,,,La Drance,,,,,,,13,,,,,,B,Forces Motrices de Mauvoisin SA,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570640,104160
506500,Pont-Neuf,Pont-Neuf,L,Martigny-Combe,Wallis,im Normalbetrieb,T,,0.18,0.93,0.93,0.9,0.9,2.08,3.22,5.3,5.3,0,0,0,0,0,0,1981,1981,575,100,Wallis,100,,,,,Sources du Marioty,Sources du Plan de l'Au,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Turbinage de l'eau potable     ,,,,,,,,,,570350,102480
506600,Trient,Trient,L,Le Châtelard,Wallis,im Normalbetrieb,T,,1.6,1,1,1,1,0.5,1.5,2,2,0,0,0,0,0,0,1929,1995,1118.7,100,Wallis,100,,,,,Le Trient,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562980,100870
506700,Châtelard-Barberine 1 + 2,Châtelard-Barberine,U,Le Châtelard,Wallis,im Normalbetrieb,T,P,16,112,112,98,98,94,54,148,148,4,30,32,3.5,8.5,12,1923,1977,1124.4,100,Wallis,100,,,,,La Barberine,La Veudale,Lac d'Emosson,Lac du Vieux Emosson,Triège supérieure,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2017,,,,,,,,,,,,,,,,,,,- Cote du plancher de la salle des machines de Châtelard-Barberine 2 = 1122.00       ,- Débit maximale turbiné: 	Châtelard-Barberine 1 =  8 m3/s                                           ,       			Châtelard-Barberine 2 = 12 m3/s,- Puissance maximale disponible aux bornes des alternateurs:                                 ,    			Châtelard-Barberine 1 = 46 MW,                          		Châtelard-Barberine 2 = 82 MW          ,- Pour la production moyenne escomptée aux bornes des alternateurs on suppose une exploitation normale de Châtelard-Barberine 1,  et Châtelard-Barberine 2,- La centrale Châtelard-Barberine 2 fait pompage-turbinage                                 ,           ,562850,101280
506800,Châtelard-Vallorcine,Emosson,S,Vallorcine,,im Normalbetrieb,T,,35,260.5,130.25,210,105,255,155,410,205,0,0,0,0,0,0,1978,1978,1125,50,Wallis,50,,,,,Aveyron d'Argentière,"Drance de Ferret, l'A Neuve","Eau de Bérard, Tré-les-Hauts","Lac d'Emosson, Barberine","Le Trient, La Grand'Jeur",Lognan,Nant de Catogne,105,"Nant de Drance, Triège",Reuse de Saleinaz,Torrent de Planeureuse,Torrent de Treutse-Bô,Torrent du Tour,A,"EDF (F) (Centr. de Passy,Servoz,Cheddes)",A,FMO     (Centrale d'Orsières),A,SRE     (Centrale de Sembrancher),B,CFF      (Centrale Vernayaz),,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,"- Données relatives aux machines de la centrale Châtelard-Vallorcine, groupes 1 à 3 à axe vertical:     ",    Haute chute: 		Débit max.turbiné 		    	=   35.0 m3/s,    (Lac d'Emosson)      	Puissance inst.des turb.Pelton Gr.1-3	= 210.0 MW  ,               			Puissance max.disponible       Gr.1-3	= 210.0 MW  ,    Basse chute: 		Débit max.turbiné                    		=  15.0 m3/s,    (Bassin des Esserts)  	Puiss.inst.des turb.Francis axe Gr.1 	=  50.5 MW  ,               			Puissance max.disponible        Gr.1 	=  48.5 MW                    ,"- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même bâtiment et leur",  fonctionnement est étroitement lié,       ,562100,100040
506850,Nant de Drance,Nant de Drance,U,Finhaut,Wallis,im Bau,T,P,360,900,900,900,900,3.3,5.7,9,9,360,900,900,0,0,0,2018,,1693.9,100,Wallis,100,,,,,La Veudale,Lac d'Emosson,Lac du Vieux Emosson,Nant de Drance,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2095,,,,,,,,,,,,,,,,,,,- La centrale Nant de Drance fait pompage-turbinage,- Etat de la centrale: la mise en exploitation normale est prévue en 2018,,,,,,,,,558420,101760
506900,Triège (Centrale de pompage),Emosson,S,"Salvan, Alpage de Barberine",Wallis,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,1.2,0.6,0.42,0.1,0.2,0.3,1978,1978,1908,50,Wallis,50,,,,,Triège,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559720,103940
507100,Châtelard-Vallorcine (C.pomp.),Emosson,S,Vallorcine,,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,18,80,80,25,100,125,1978,1978,1125,50,Wallis,50,,,,,Drance de Ferret,Grand Jeur,Le Trient,Nant de Catogne,Reuse de l'A Neuve,Reuse de l'Amône,Reuse de Saleinaz,0,Torrent de Planeureuse,Torrent de Treutse-Bô,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,"- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même       ",  bâtiment et leur fonctionnement est étroitement lié        ,            ,,,,,,,,562100,100040
507200,Vernayaz (CFF),Vernayaz (CFF),S,Vernayaz,Wallis,im Normalbetrieb,T,,17.4,92,92,92,92,116,124,240,240,0,0,0,0,0,0,1927,1990,456,100,Wallis,100,,,,,Le Pesseux,Le Triège inférieur,l'Eau Noire,R.de Finhaut,,,,92,,,,,,A,ESA (Centrale Châtelard-Vallorcine),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568880,109160
507250,Vernayaz (STE SV SA),Turbinage Salvan et Vernayaz,L,Vernayaz,Wallis,im Normalbetrieb,T,,0.12,0.46,0.46,0.44,0.44,1,1.4,2.4,2.4,0,0,0,0,0,0,2013,,658,100,Wallis,100,,,,,Source de la Dzintallaz,Source de la Revenasse,Source du Marcot,Torrent du Marcot,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568780,109230
507300,La Bâtiaz,Emosson,S,Martigny,Wallis,im Normalbetrieb,T,,35,170,85,170,85,225,190,415,207.5,0,0,0,0,0,0,1978,1978,462,50,Wallis,50,,,,,Aveyron d'Argentière,Drance de Ferret,Eau Noire,La Barberine,Le Trient,Pecheux,Reuse de l'Amône,85,Reuse de Saleinaz,Torrent de Planeureuse,Torrent de Treutse Bô,Torrent du Tour,Triège-CFF,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570860,106550
507400,Vernayaz (Pissevache),Vernayaz (Pissevache),L,Vernayaz,Wallis,im Normalbetrieb,T,,0.4,1.7,1.7,1.7,1.7,1.45,3.75,5.2,5.2,0,0,0,0,0,0,2016,,590,100,Wallis,100,,,,,La Salanfe,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568210,110370
507500,Miéville,Salanfe,S,"Vernayaz, Miéville",Wallis,im Normalbetrieb,T,,6.5,70,70,70,70,63.2,47.1,110.3,110.3,0,0,0,0,0,0,1950,2012,452.9,100,Wallis,100,,,,,La Salanfe,Lac de Salanfe,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2032,,,,,,,,,,,,,,,,,,,- 435.73 m.s.m. (= cote des injecteurs),,,,,,,,,,568340,110630
507600,Giétroz du Fond (C.de pomp.),Salanfe,S,Giétroz du Fond,Wallis,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,0.6,1.03,1.1,0,1.6,1.6,1965,1965,1805.75,100,Wallis,100,,,,,La Saufla,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556960,109950
507700,Clusanfe (Centrale de pompage),Salanfe,S,Clusanfe,Wallis,im Normalbetrieb,,P,0,0,0,0,0,0,0,0,0,2,0.88,0.9,0,0.8,0.8,1950,1963,1898,100,Wallis,100,,,,,La Saufla,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557300,109430
507800,Aboyeu,Aboyeu,L,Collonges,Wallis,im Normalbetrieb,T,,0.46,3.3,3.3,3.2,3.2,3.5,6.8,10.3,10.3,0,0,0,0,0,0,1981,1981,450.5,100,Wallis,100,,,,,Fontaine de Moïse,L'Aboyeu,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568750,114580
507850,La Rasse,La Rasse,L,"Evionnaz, La Rasse",Wallis,im Normalbetrieb,T,,0.2,0.72,0.72,0.72,0.72,0.6,1.2,1.8,1.8,0,0,0,0,0,0,1998,1998,636,100,Wallis,100,,,,,Sources du Jorat,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,- Turbinage de l'eau potable,,,,,,,,,,566840,114520
507900,Lavey,Lavey,L,Lavey,Waadt,im Normalbetrieb,T,,220,90,90,70,70,190,210,400,400,0,0,0,0,0,0,1950,1990,409.3,100,Waadt,42,Wallis,58,,,Le Rhône,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2030,Konzession(en),2030,,,,,,,,,,,,,,,,,- Bases juridiques: Année d'échéance des concessions VD = 2030; VS = 2030            ,                                           ,,,,,,,,,567150,118200
508000,La Peuffeyre,La Peuffeyre,L,La Peuffeyre,Waadt,im Normalbetrieb,T,,6.6,24,24,22,22,26.6,45.4,72,72,0,0,0,0,0,0,1927,2004,735.5,100,Waadt,100,,,,,Aiguerosse,Ayerne,Genin,La Gryonne,L'Avançon d'Anzeindaz,L'Avançon de Nant,Yvouette,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570940,123910
508100,Sublin 1,Sublin 1,L,Bex,Waadt,im Normalbetrieb,T,,5.2,8,8,7.2,7.2,8,23,31,31,0,0,0,0,0,0,1898,1993,555,100,Waadt,100,,,,,L'Avançon d'Anzeindaz,L'Avançon de Nant,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2049,,,,,,,,,,,,,,,,,,,- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ,                                                       ,,,,,,,,,569280,123820
508200,Sublin 2,Sublin 2,L,Bex,Waadt,im Normalbetrieb,T,,0.16,2.61,2.61,2.61,2.61,3.5,4.1,7.6,7.6,0,0,0,0,0,0,1911,2013,558,100,Waadt,100,,,,,Source de Solalex,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,2017,,,,,,,,,,,,,,,,,,,- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ,- Base juridique: Source privée,- Turbinage de l'eau potable                                                        ,                                 ,,,,,,,569280,123820
508300,Bevieux,Bevieux,L,Le Bevieux,Waadt,im Normalbetrieb,T,,4.1,1.9,1.9,1.8,1.8,4.2,7.3,11.5,11.5,0,0,0,0,0,0,1943,1943,476.4,100,Waadt,100,,,,,L'Avançon,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568400,123300
508400,Champéry Etrivouez,Champéry Etrivouez,L,"Etrivouez, Grand Paradis",Wallis,im Normalbetrieb,T,,0.3,0.97,0.97,0.58,0.58,0.81,1.45,2.26,2.26,0,0,0,0,0,0,1901,1990,1070,100,Wallis,100,,,,,Source de la Laitière,Torrent de Barme,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,- Base juridique: Sources privées                               ,,,,,,,,,,555240,112420
508450,Torrent de Soi,Torrent de Soi,L,"La Frassenaye, Val d'Jlliez",Wallis,im Normalbetrieb,T,,0.37,0.92,0.92,0.85,0.85,0.7,1.4,2.1,2.1,0,0,0,0,0,0,2005,2005,902,100,Wallis,100,,,,,Torrent de Soi,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557720,115100
508500,Monthey (Vièze),Monthey (Vièze),L,Monthey,Wallis,im Normalbetrieb,T,,5,13.6,13.6,11.6,11.6,18.5,36.8,55.3,55.3,0,0,0,0,0,0,1910,1999,436.2,100,Wallis,100,,,,,La Vièze,Vièze de Morgins,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2043,,,,,,,,,,,,,,,,,,,- La centrale de Monthey (Tine) est contigue à la centrale de Monthey (Vièze)    ,                                                 ,,,,,,,,,562100,122100
508600,Monthey (Tine),Monthey (Tine),L,"Monthey, Les Nants",Wallis,im Normalbetrieb,T,,1.5,9.8,9.8,9.4,9.4,14.8,24.6,39.4,39.4,0,0,0,0,0,0,1963,1994,437.2,100,Wallis,100,,,,,Vièze de Morgins,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2043,,,,,,,,,,,,,,,,,,,- La centrale de Monthey (Tine) est contigue à la centrale de Monthey (Vièze)    ,                                                  ,,,,,,,,,562100,122100
508650,Monthey (Commune),Monthey (Commune),L,Monthey,Wallis,im Normalbetrieb,T,,5.7,0.4,0.4,0.36,0.36,0.8,1.2,2,2,0,0,0,0,0,0,1992,1992,431,100,Wallis,100,,,,,La Vièze,Vièze de Morgins,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561890,122140
508675,Châble II,Châble II,L,"Vionnaz, Beffeux",Wallis,im Normalbetrieb,T,,0.08,0.42,0.42,0.42,0.42,1.45,1.45,2.9,2.9,0,0,0,0,0,0,2014,,471,100,Wallis,100,,,,,Source Eusin,Source Les Infinives,Source Tzertzes,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,- Trinkwasserkraftwerk,,,,,,,,,,558250,128640
